state,bill_id,bill_url,title,status,date_of_last_action,author,topics,summary,history,year
California,CA S    7,http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2025000S7&ciq=urn:user:PA196471263&client_md=ebe56e9683593c38c2cc3ff3f3b5f664&mode=current_text,Employment: Automated Decision Systems,Vetoed - Vetoed,10/13/2025 - Vetoed,McNerney (D),"Government Use, Effect on Labor/Employment, Notification","Requires an employer to provide a written notice that an automated decision system, for the purpose of making employment-related decisions, not including hiring, is in use at the workplace to all workers that will foreseeably be directly affected by the ADS. Requires an employer to notify a job applicant that the employer utilizes an ADS in hiring decisions, if the employer will use the ADS in making decisions for that position. Prohibits an employer from using an ADS that does certain functions.","12/02/2024 - INTRODUCED.
01/29/2025 - To SENATE Committee on RULES.
03/06/2025 - From SENATE Committee on RULES with author's amendments.
03/06/2025 - In SENATE.  Read second time and amended. Re-referred to Committee on RULES.
03/19/2025 - Re-referred to SENATE Committees on LABOR, PUBLIC EMPLOYMENT AND RETIREMENT and JUDICIARY.
04/09/2025 - From SENATE Committee on LABOR, PUBLIC EMPLOYMENT AND RETIREMENT: Do pass to Committee on JUDICIARY.
04/29/2025 - From SENATE Committee on JUDICIARY:  Do pass as amended to Committee on APPROPRIATIONS.
05/01/2025 - In ASSEMBLY.  Read second time and amended. Re-referred to Committee on APPROPRIATIONS.
05/19/2025 - In SENATE Committee on APPROPRIATIONS: To Suspense File.
05/23/2025 - From SENATE Committee on APPROPRIATIONS:  Do pass.
05/23/2025 - In SENATE.  Read second time.  To third reading.
06/02/2025 - In SENATE.  Read third time.  Passed SENATE.  *****To ASSEMBLY.
06/09/2025 - To ASSEMBLY Committees on LABOR AND EMPLOYMENT, PRIVACY AND CONSUMER PROTECTION and JUDICIARY.
06/19/2025 - From ASSEMBLY Committee on LABOR AND EMPLOYMENT with author's amendments.
06/19/2025 - In ASSEMBLY.  Read second time and amended. Re-referred to Committee on LABOR AND EMPLOYMENT.
06/25/2025 - From ASSEMBLY Committee on LABOR AND EMPLOYMENT:  Do pass to Committee on PRIVACY AND CONSUMER PROTECTION.
07/09/2025 - From ASSEMBLY Committee on PRIVACY AND CONSUMER PROTECTION with author's amendments.
07/09/2025 - In ASSEMBLY.  Read second time and amended.  Re-referred to ASSEMBLY Committee on PRIVACY AND CONSUMER PROTECTION.
07/16/2025 - From ASSEMBLY Committee on PRIVACY AND CONSUMER PROTECTION: Do pass to Assembly Committee on APPROPRIATIONS.
08/20/2025 - In ASSEMBLY Committee on APPROPRIATIONS: To Suspense File.
08/29/2025 - From ASSEMBLY Committee on APPROPRIATIONS:  Do pass as amended.
09/02/2025 - In ASSEMBLY.  Read second time and amended.  To second reading.
09/03/2025 - In ASSEMBLY.  Read second time.  To third reading.
09/05/2025 - In ASSEMBLY.  Assembly Rule 69(b)(1) suspended.
09/05/2025 - In ASSEMBLY.  Read third time and amended.  To third reading.
09/11/2025 - In ASSEMBLY.  Read third time.  Passed ASSEMBLY.  *****To SENATE for concurrence.
09/12/2025 - In SENATE.  SENATE concurred in ASSEMBLY amendments.  To enrollment.
09/17/2025 - Enrolled.
09/24/2025 - *****To GOVERNOR.
10/13/2025 - Vetoed by GOVERNOR.",2025
California,CA S    11,http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2025000S11&ciq=urn:user:PA196471263&client_md=e97ccebd4c0babb539e3f1de5e49ed1b&mode=current_text,Artificial Intelligence Technology,Vetoed - Vetoed,10/13/2025 - Vetoed,Ashby (D),"Criminal Use, Judicial Use, Private Sector Use",Defines various terms related to artificial intelligence and digital replication and clarifies that false impersonation includes the use of a digital replica with the intent to impersonate another for purposes of these and other criminal provisions. Requires a specified warning to be hyperlinked on any page or screen where the consumer may input a prompt to the technology and included in the terms and conditions for use of the technology.,"12/02/2024 - INTRODUCED.
01/29/2025 - To SENATE Committee on JUDICIARY.
04/01/2025 - From SENATE Committee on JUDICIARY:  Do pass to Committee on PUBLIC SAFETY.
04/10/2025 - From SENATE Committee on PUBLIC SAFETY with author's amendments.
04/10/2025 - In SENATE.  Read second time and amended. Re-referred to Committee on PUBLIC SAFETY.
04/22/2025 - From SENATE Committee on PUBLIC SAFETY:  Do pass to Committee on APPROPRIATIONS.
04/29/2025 - From SENATE Committee on APPROPRIATIONS with author's amendments.
04/29/2025 - In SENATE.  Read second time and amended. Re-referred to Committee on APPROPRIATIONS.
05/05/2025 - In SENATE Committee on APPROPRIATIONS: To Suspense File.
05/23/2025 - From SENATE Committee on APPROPRIATIONS:  Do pass as amended.
05/23/2025 - In SENATE.  Read second time and amended.  To second reading.
05/27/2025 - In SENATE.  Read second time.  To third reading.
06/02/2025 - In SENATE.  Read third time.  Passed SENATE.  *****To ASSEMBLY.
06/09/2025 - To ASSEMBLY Committees on JUDICIARY, PUBLIC SAFETY and PRIVACY AND CONSUMER PROTECTION.
06/17/2025 - From ASSEMBLY Committee on JUDICIARY: Do pass as amended to Committee on PUBLIC SAFETY.
06/18/2025 - In ASSEMBLY.  Read second time and amended. Re-referred to Committee on PUBLIC SAFETY.
07/01/2025 - From ASSEMBLY Committee on PUBLIC SAFETY:  Do pass to Committee on PRIVACY AND CONSUMER PROTECTION.
07/10/2025 - From ASSEMBLY Committee on PRIVACY AND CONSUMER PROTECTION with author's amendments.
07/10/2025 - In ASSEMBLY.  Read second time and amended.  Re-referred to ASSEMBLY Committee on PRIVACY AND CONSUMER PROTECTION.
07/16/2025 - From ASSEMBLY Committee on PRIVACY AND CONSUMER PROTECTION: Do pass as amended to ASSEMBLY Committee on APPROPRIATIONS.
07/17/2025 - In ASSEMBLY.  Assembly Rule 63 suspended.
07/17/2025 - In ASSEMBLY.  Read second time and amended. Re-referred to Committee on APPROPRIATIONS.
08/20/2025 - In ASSEMBLY Committee on APPROPRIATIONS: To Suspense File.
08/29/2025 - From ASSEMBLY Committee on APPROPRIATIONS:  Do pass as amended.
09/02/2025 - In ASSEMBLY.  Read second time and amended.  To second reading.
09/03/2025 - In ASSEMBLY.  Read second time.  To third reading.
09/03/2025 - In ASSEMBLY.  Read third time and amended.  To third reading.
09/12/2025 - In ASSEMBLY.  Read third time.  Passed ASSEMBLY.  *****To SENATE for concurrence.
09/13/2025 - In SENATE.  SENATE concurred in ASSEMBLY amendments.  To enrollment.
09/17/2025 - Enrolled.
09/24/2025 - *****To GOVERNOR.
10/13/2025 - Vetoed by GOVERNOR.",2025
California,CA S    47,http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2025000S47&ciq=urn:user:PA196471263&client_md=5b62e8b07281cf326f1e09c3c1cd83b8&mode=current_text,February 2025 Bar Exam: Audit,Enacted - Act No.  2025-209,10/01/2025 - Enacted,Umberg (D),"Audit, Judicial Use, Effect on Labor/Employment, Studies","Relates to the State Bar Act. Requires the State Auditor to conduct an audit of the specified bar exam and to submit the audit as soon as possible to the Board of Trustees of the State Bar, the Chief Justice of the Supreme Court, and to the Assembly and Senate Committees on Judiciary. Requires the State Bar to provide the California State Auditor with the funding necessary to cover the costs of the audit.","12/12/2024 - INTRODUCED.
01/29/2025 - To SENATE Committee on RULES.
03/26/2025 - From SENATE Committee on RULES with author's amendments.
03/26/2025 - In SENATE.  Read second time and amended. Re-referred to Committee on RULES.
04/02/2025 - Re-referred to SENATE Committee on JUDICIARY.
04/24/2025 - From SENATE Committee on JUDICIARY with author's amendments.
04/24/2025 - In SENATE.  Read second time and amended. Re-referred to Committee on JUDICIARY.
05/06/2025 - From SENATE Committee on JUDICIARY:  Do pass.
05/08/2025 - In SENATE.  Read second time.  To third reading.
05/28/2025 - In SENATE.  Read third time.  Passed SENATE.  *****To ASSEMBLY.
06/05/2025 - To ASSEMBLY Committee on JUDICIARY.
06/24/2025 - From ASSEMBLY Committee on JUDICIARY:  Do pass.  To Consent Calendar.
06/25/2025 - In ASSEMBLY.  Read second time.  To Consent Calendar.
06/27/2025 - In ASSEMBLY.  Read third time.  Passed ASSEMBLY.  To enrollment.
06/30/2025 - Withdrawn from Enrollment.
06/30/2025 - In SENATE.  Ordered returned to ASSEMBLY.  *****To ASSEMBLY.
07/03/2025 - In ASSEMBLY.  Action rescinded whereby bill was read third time and passed.  To third reading.
09/02/2025 - In ASSEMBLY.  Read third time and amended.  To third reading.
09/10/2025 - In ASSEMBLY.  Read third time, urgency clause adopted.  Passed ASSEMBLY.  ******To SENATE for concurrence.
09/11/2025 - In SENATE.  Urgency clause adopted.  SENATE concurred in ASSEMBLY amendments.  To enrollment.
09/13/2025 - Enrolled.
09/22/2025 - *****To GOVERNOR.
10/01/2025 - Signed by GOVERNOR.
10/01/2025 - Chaptered by Secretary of State.  Chapter No. 2025-209",2025
California,CA S    52,http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2025000S52&ciq=urn:user:PA196471263&client_md=7609e501852409e00911b4f76ad57366&mode=current_text,Housing Rental Terms: Algorithmic Devices,Pending - Carryover - Assembly Appropriations Committee,7/17/2025,Perez S (D),"Housing, Private Sector Use","Makes it unlawful for any person to sell, license, or provide to a certain number or more persons a rental pricing algorithm with the intent or reasonable expectation that it be used by a specified number or more persons to set rental terms for residential premises. Makes it unlawful for a person to set or adopt rental terms based on the recommendation of a rental pricing algorithm if the person knows or should know that the rental pricing algorithm processes nonpublic competitor data for certain purposes.","12/20/2024 - INTRODUCED.
01/29/2025 - To SENATE Committee on JUDICIARY.
04/08/2025 - From SENATE Committee on JUDICIARY with author's amendments.
04/08/2025 - In SENATE.  Read second time and amended. Re-referred to Committee on JUDICIARY.
04/22/2025 - From SENATE Committee on JUDICIARY:  Do pass as amended to Committee on APPROPRIATIONS.
04/24/2025 - In SENATE.  Read second time and amended. Re-referred to Committee on APPROPRIATIONS.
05/05/2025 - In SENATE Committee on APPROPRIATIONS: To Suspense File.
05/23/2025 - From SENATE Committee on APPROPRIATIONS:  Do pass.
05/23/2025 - In SENATE.  Read second time.  To third reading.
06/02/2025 - In SENATE.  Read third time.  Passed SENATE.  *****To ASSEMBLY.
06/09/2025 - To ASSEMBLY Committees on JUDICIARY and PRIVACY AND CONSUMER PROTECTION.
06/26/2025 - From ASSEMBLY Committee on JUDICIARY with author's amendments.
06/26/2025 - In ASSEMBLY.  Read second time and amended. Re-referred to Committee on JUDICIARY.
07/01/2025 - From ASSEMBLY Committee on JUDICIARY:  Do pass to Committee on  PRIVACY AND CONSUMER PROTECTION.
07/08/2025 - From ASSEMBLY Committee on PRIVACY AND CONSUMER PROTECTION with author's amendments.
07/08/2025 - In ASSEMBLY.  Read second time and amended.  Re-referred to ASSEMBLY Committee on PRIVACY AND CONSUMER PROTECTION.
07/16/2025 - From ASSEMBLY Committee on PRIVACY AND CONSUMER PROTECTION: Do pass as amended to ASSEMBLY Committee on APPROPRIATIONS.
07/17/2025 - In ASSEMBLY.  Assembly Rule 63 suspended.
07/17/2025 - In ASSEMBLY.  Read second time and amended. Re-referred to Committee on APPROPRIATIONS.
08/20/2025 - In ASSEMBLY Committee on APPROPRIATIONS: To Suspense File.
08/29/2025 - In ASSEMBLY Committee on APPROPRIATIONS:  Held in committee.",2025
California,CA S    53,http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2025000S53&ciq=urn:user:PA196471263&client_md=7b6cdbf82d3b3efbe5d60749010131c0&mode=current_text,Artificial Intelligence Models: Large Developers,Enacted - Act No.  2025-138,09/29/2025 - Enacted,Wiener (D),"Cybersecurity, Government Use, Impact Assessment, Private Sector Use, Studies","Enacts the Transparency in Frontier Artificial Intelligence Act. Provides that the TFAIA would exempt from the California Public Records Act a report of a critical safety incident submitted to the Office of Emergency Services, a report of assessments of catastrophic risk from internet use, and a covered employee report made pursuant to the whistleblower protections.","01/07/2025 - INTRODUCED.
01/29/2025 - To SENATE Committee on RULES.
02/27/2025 - From SENATE Committee on RULES with author's amendments.
02/27/2025 - In SENATE.  Read second time and amended. Re-referred to Committee on RULES.
03/12/2025 - Re-referred to SENATE Committees on GOVERNMENTAL ORGANIZATION and JUDICIARY.
03/25/2025 - From SENATE Committee on GOVERNMENTAL ORGANIZATION:  Do pass as amended to Committee on JUDICIARY.
03/27/2025 - In SENATE.  Read second time and amended. Re-referred to Committee on JUDICIARY.
04/08/2025 - From SENATE Committee on JUDICIARY:  Do pass to Committee on APPROPRIATIONS.
04/21/2025 - In SENATE Committee on APPROPRIATIONS: To Suspense File.
05/23/2025 - From SENATE Committee on APPROPRIATIONS:  Do pass as amended.
05/23/2025 - In SENATE.  Read second time and amended.  To second reading.
05/27/2025 - In SENATE.  Read second time.  To third reading.
05/28/2025 - In SENATE.  Read third time.  Passed SENATE.  *****To ASSEMBLY.
06/05/2025 - To ASSEMBLY Committees on PRIVACY AND CONSUMER PROTECTION and JUDICIARY.
06/12/2025 - In ASSEMBLY.  Suspend Assembly Rule 96.
06/12/2025 - Re-referred to ASSEMBLY Committees on JUDICIARY and PRIVACY AND CONSUMER PROTECTION.
07/01/2025 - From ASSEMBLY Committee on JUDICIARY:  Do pass to Committee on  PRIVACY AND CONSUMER PROTECTION.
07/08/2025 - From ASSEMBLY Committee on PRIVACY AND CONSUMER PROTECTION with author's amendments.
07/08/2025 - In ASSEMBLY.  Read second time and amended.  Re-referred to ASSEMBLY Committee on PRIVACY AND CONSUMER PROTECTION.
07/16/2025 - From ASSEMBLY Committee on PRIVACY AND CONSUMER PROTECTION: Do pass as amended to ASSEMBLY Committee on APPROPRIATIONS.
07/17/2025 - In ASSEMBLY.  Read second time and amended. Re-referred to Committee on APPROPRIATIONS.
08/20/2025 - In ASSEMBLY Committee on APPROPRIATIONS: To Suspense File.
08/29/2025 - From ASSEMBLY Committee on APPROPRIATIONS:  Do pass as amended.
09/02/2025 - In ASSEMBLY.  Read second time and amended.  To second reading.
09/03/2025 - In ASSEMBLY.  Read second time.  To third reading.
09/05/2025 - In ASSEMBLY.  Assembly Rule 69(b)(1) suspended.
09/05/2025 - In ASSEMBLY.  Read third time and amended.  To third reading.
09/08/2025 - In ASSEMBLY.  Assembly Rule 77.2 suspended.
09/08/2025 - Re-referred to ASSEMBLY Committee on PRIVACY AND CONSUMER PROTECTION.
09/09/2025 - In ASSEMBLY.  Joint Rule 62(a) suspended.
09/11/2025 - From ASSEMBLY Committee on PRIVACY AND CONSUMER PROTECTION: Do pass.
09/12/2025 - In ASSEMBLY.  Read second time.  To third reading.
09/12/2025 - In ASSEMBLY.  Assembly Rule 63 suspended.
09/12/2025 - In ASSEMBLY.  Read third time.  Passed ASSEMBLY.  *****To SENATE for concurrence.
09/13/2025 - In SENATE.  SENATE concurred in ASSEMBLY amendments.  To enrollment.
09/17/2025 - Enrolled.
09/24/2025 - *****To GOVERNOR.
09/29/2025 - Signed by GOVERNOR.
09/29/2025 - Chaptered by Secretary of State.  Chapter No. 2025-138",2025
California,CA S    57,http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2025000S57&ciq=urn:user:PA196471263&client_md=89fcbd455a85a6f6d4129c5bba049dc2&mode=current_text,Electrical Corporations: Data Centers: Report,Enacted - Act No.  2025-647,10/11/2025 - Enacted,Padilla (D),"Energy, Private Sector Use, Studies",Provides that existing law authorizes the commission to fix the rates and charges for every public utility and requires that those rates and charges be just and reasonable. Authorizes the Public Utilities Commission to assess the extent to which electrical corporation costs associated with new loads from data centers result in cost shifts to other electrical corporation customers.,"01/08/2025 - INTRODUCED.
01/29/2025 - To SENATE Committee on ENERGY, UTILITIES AND COMMUNICATIONS.
03/05/2025 - From SENATE Committee on ENERGY, UTILITIES AND COMMUNICATIONS with author's amendments.
03/05/2025 - In SENATE.  Read second time and amended. Re-referred to Committee on ENERGY, UTILITIES AND COMMUNICATIONS.
03/26/2025 - From SENATE Committee on ENERGY, UTILITIES AND COMMUNICATIONS with author's amendments.
03/26/2025 - In SENATE.  Read second time and amended. Re-referred to Committee on ENERGY, UTILITIES AND COMMUNICATIONS.
04/07/2025 - From SENATE Committee on ENERGY, UTILITIES AND COMMUNICATIONS:  Do pass as amended to Committee on APPROPRIATIONS.
04/10/2025 - In ASSEMBLY.  Read second time and amended. Re-referred to Committee on APPROPRIATIONS.
04/28/2025 - In SENATE Committee on APPROPRIATIONS: To Suspense File.
05/23/2025 - From SENATE Committee on APPROPRIATIONS:  Do pass.
05/23/2025 - In SENATE.  Read second time.  To third reading.
05/28/2025 - In SENATE.  Read third time.  Passed SENATE.  *****To ASSEMBLY.
06/05/2025 - To ASSEMBLY Committee on UTILITIES AND ENERGY.
06/30/2025 - From ASSEMBLY Committee on UTILITIES AND ENERGY with author's amendments.
06/30/2025 - In ASSEMBLY.  Read second time and amended. Re-referred to Committee on UTILITIES AND ENERGY.
07/09/2025 - From ASSEMBLY Committee on UTILITIES AND ENERGY:  Do pass as amended to Committee on APPROPRIATIONS.
07/14/2025 - In ASSEMBLY.  Read second time and amended. Re-referred to Committee on APPROPRIATIONS.
08/20/2025 - In ASSEMBLY Committee on APPROPRIATIONS: To Suspense File.
08/29/2025 - From ASSEMBLY Committee on APPROPRIATIONS:  Do pass as amended.
09/02/2025 - In ASSEMBLY.  Read second time and amended.  To second reading.
09/03/2025 - In ASSEMBLY.  Read second time.  To third reading.
09/12/2025 - In ASSEMBLY.  Read third time.  Passed ASSEMBLY.  *****To SENATE for concurrence.
09/13/2025 - In SENATE.  SENATE concurred in ASSEMBLY amendments.  To enrollment.
09/18/2025 - Enrolled.
09/24/2025 - *****To GOVERNOR.
10/11/2025 - Signed by GOVERNOR.
10/11/2025 - Chaptered by Secretary of State.  Chapter No. 2025-647",2025
California,CA S    69,http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2025000S69&ciq=urn:user:PA196471263&client_md=06dbc6ec3a3ab2a523e4e5d55d45a2bb&mode=current_text,Artificial Intelligence Program: Attorney General,Pending - Carryover - Assembly Appropriations Committee,6/23/2025,McNerney (D),"Government Use, Judicial Use","Requires the Attorney General to establish and maintain a specified program to build internal expertise in artificial intelligence, including its applications, risks, regulatory implications, and civil rights impacts. Requires, on or before the specified date, and annually thereafter, the Attorney General to submit a public report to the Legislature describing the program, key developments in artificial intelligence law and policy, and recommendations for additional State oversight or safeguards.","01/14/2025 - INTRODUCED.
01/29/2025 - To SENATE Committee on TRANSPORTATION.
03/24/2025 - From SENATE Committee on TRANSPORTATION with author's amendments.
03/24/2025 - In SENATE.  Read second time and amended. Re-referred to Committee on TRANSPORTATION.
03/24/2025 - Withdrawn from SENATE Committee on TRANSPORTATION.
03/24/2025 - Re-referred to SENATE Committee on RULES.
04/02/2025 - Re-referred to SENATE Committee on ENVIRONMENTAL QUALITY.
04/23/2025 - From SENATE Committee on ENVIRONMENTAL QUALITY:  Do pass as amended to Committee on APPROPRIATIONS.
04/24/2025 - In SENATE.  Read second time and amended. Re-referred to Committee on APPROPRIATIONS.
05/05/2025 - In SENATE Committee on APPROPRIATIONS: To Suspense File.
05/23/2025 - From SENATE Committee on APPROPRIATIONS:  Do pass as amended.
05/23/2025 - In SENATE.  Read second time and amended.  To second reading.
05/27/2025 - In SENATE.  Read second time.  To third reading.
05/28/2025 - In SENATE.  Read third time.  Passed SENATE.  *****To ASSEMBLY.
06/05/2025 - To ASSEMBLY Committees on TRANSPORTATION and NATURAL RESOURCES.
06/23/2025 - From ASSEMBLY Committee on TRANSPORTATION with author's amendments.
06/23/2025 - In ASSEMBLY.  Read second time and amended. Re-referred to Committee on TRANSPORTATION.
06/27/2025 - In ASSEMBLY.  Suspend Assembly Rule 96.
06/27/2025 - Re-referred to ASSEMBLY Committees on PRIVACY AND CONSUMER PROTECTION and JUDICIARY.
07/08/2025 - From ASSEMBLY Committee on PRIVACY AND CONSUMER PROTECTION: Do pass to Committee on JUDICIARY.
07/15/2025 - From ASSEMBLY Committee on JUDICIARY:  Do pass to Committee on APPROPRIATIONS.
08/20/2025 - In ASSEMBLY Committee on APPROPRIATIONS: To Suspense File.
08/29/2025 - In ASSEMBLY Committee on APPROPRIATIONS:  Held in committee.",2025
California,CA SCR  82,http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2025000SCR82&ciq=urn:user:PA196471263&client_md=6e8c3685cba46c2c328a345db0fe6baf&mode=current_text,Public Higher Education: Artificial Intelligence Usage,Pending - Carryover - Assembly Higher Education Committee,5/15/2025,Niello (R),"Education Use, Education/Training","Encourages the President of the University of California, the Chancellor of the California State University, and the Chancellor of the California Community Colleges to create a workgroup of faculty, staff, and administrators to review the use of artificial intelligence in higher education, and create a report and make public the strategies and best practices for artificial intelligence usage agreed upon by the workgroup.","05/15/2025 - INTRODUCED.
05/15/2025 - To SENATE Committee on RULES.
05/28/2025 - Re-referred to SENATE Committee on EDUCATION.
07/02/2025 - From SENATE Committee on EDUCATION:  Be adopted. To Consent Calendar.
07/02/2025 - In SENATE.  Ordered to Consent Calendar.
07/03/2025 - In SENATE.  Read second time.  To Consent Calendar.
07/10/2025 - In SENATE.  Read third time.  Adopted by SENATE.  *****To ASSEMBLY.
08/18/2025 - To ASSEMBLY Committees on HIGHER EDUCATION and PRIVACY AND CONSUMER PROTECTION.",2025
California,CA A    82,http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2025000A82&ciq=urn:user:PA196471263&client_md=12ed8f16844ebf1a470d0077a6688f58&mode=current_text,Health Care: Legally Protected Health Care Activity,Enacted - Act No.  2025-679,10/13/2025 - Enacted,Ward (D),,"Expands the Address Confidentiality Program to a gender-affirming health care provider, employee or volunteer who faces threats of violence or harassment because of affiliation with a gender-affirming health services facility. Prohibits a person, business or association from soliciting, selling or trading on the internet or social media personal information or images of providers, employees, volunteers or patients with certain intent. Prohibits certain reports of testosterone or mifepristone prescriptions.","12/20/2024 - INTRODUCED.
03/28/2025 - To ASSEMBLY Committees on PUBLIC SAFETY and PRIVACY AND CONSUMER PROTECTION.
03/28/2025 - From ASSEMBLY Committee on PUBLIC SAFETY with author's amendments.
03/28/2025 - In ASSEMBLY.  Read second time and amended. Re-referred to Committee on PUBLIC SAFETY.
04/10/2025 - From ASSEMBLY Committee on PUBLIC SAFETY with author's amendments.
04/10/2025 - In ASSEMBLY.  Read second time and amended. Re-referred to Committee on PUBLIC SAFETY.
04/22/2025 - From ASSEMBLY Committee on PUBLIC SAFETY:  Do pass to Committee on JUDICIARY.
04/23/2025 - In ASSEMBLY. Coauthors revised.
04/29/2025 - From ASSEMBLY Committee on JUDICIARY:  Do pass to Committee on APPROPRIATIONS.
04/30/2025 - In ASSEMBLY. Coauthors revised.
05/14/2025 - In ASSEMBLY Committee on APPROPRIATIONS: To Suspense File.
05/23/2025 - From ASSEMBLY Committee on APPROPRIATIONS:  Do pass as amended.
05/23/2025 - In ASSEMBLY.  Assembly Rule 63 suspended.
05/23/2025 - In ASSEMBLY.  Read second time and amended.  To second reading.
05/27/2025 - In ASSEMBLY.  Read second time.  To third reading.
06/02/2025 - In ASSEMBLY.  Read third time.  Passed ASSEMBLY.  *****To SENATE.
06/11/2025 - To SENATE Committees on PUBLIC SAFETY and JUDICIARY.
06/19/2025 - From SENATE Committee on PUBLIC SAFETY with author's amendments.
06/19/2025 - In SENATE.  Read second time and amended. Re-referred to Committee on PUBLIC SAFETY.
07/01/2025 - From SENATE Committee on PUBLIC SAFETY:  Do pass to Committee on JUDICIARY.
07/08/2025 - From SENATE Committee on JUDICIARY:  Do pass as amended to Committee on APPROPRIATIONS.
07/10/2025 - In SENATE.  Read second time and amended. Re-referred to Committee on APPROPRIATIONS.
08/18/2025 - In SENATE Committee on APPROPRIATIONS: To Suspense File.
08/29/2025 - From SENATE Committee on APPROPRIATIONS:  Do pass as amended.
08/29/2025 - In SENATE.  Read second time and amended.  To second reading.
09/02/2025 - In SENATE.  Read second time.  To third reading.
09/05/2025 - In SENATE.  Read third time and amended.  To second reading.
09/08/2025 - In SENATE.  Read second time.  To third reading.
09/09/2025 - In SENATE.  Read third time.  Passed SENATE.  *****To ASSEMBLY for concurrence.
09/10/2025 - In ASSEMBLY.  ASSEMBLY concurred in SENATE amendments.  To enrollment.
09/13/2025 - Enrolled.
09/22/2025 - *****To GOVERNOR.
10/13/2025 - Signed by GOVERNOR.
10/13/2025 - Chaptered by Secretary of State.  Chapter No. 2025-679",2025
California,CA A    101,http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2025000A101&ciq=urn:user:PA196471263&client_md=cee0d66de4ffc7ca5253f39adf6a2173&mode=current_text,Budget Act of 2025,Pending - Carryover - Senate Budget & Fiscal Review Committee,6/9/2025,Gabriel (D),"Appropriations, Government Use",Makes appropriations for the support of State government for the specified fiscal year.,"01/08/2025 - INTRODUCED.
02/03/2025 - To ASSEMBLY Committee on BUDGET.
03/17/2025 - In ASSEMBLY.  Suspend Assembly Rule 96.
03/17/2025 - Withdrawn from ASSEMBLY Committee on BUDGET.
03/17/2025 - In ASSEMBLY.  Ordered to second reading.
03/18/2025 - In ASSEMBLY.  Read second time.  To third reading.
03/20/2025 - In ASSEMBLY.  Read third time.  Passed ASSEMBLY.  *****To SENATE.
04/02/2025 - To SENATE Committee on BUDGET AND FISCAL REVIEW.
06/09/2025 - From SENATE Committee on BUDGET AND FISCAL REVIEW with author's amendments.
06/09/2025 - In SENATE.  Read second time and amended. Re-referred to Committee on BUDGET AND FISCAL REVIEW.
06/11/2025 - From SENATE Committee on BUDGET AND FISCAL REVIEW:  Do pass.
06/12/2025 - In SENATE.  Read second time.  To third reading.
06/17/2025 - Re-referred to SENATE Committee on BUDGET AND FISCAL REVIEW.",2025
California,CA S    101,http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2025000S101&ciq=urn:user:PA196471263&client_md=0bc2efd7630864b8a376fc3181712a4b&mode=current_text,Budget Act of 2025,Enacted - Act No.  2025-004,06/27/2025 - Enacted,Budget and Fiscal Review Cmt,"Appropriations, Government Use","Makes appropriations for the support of the government of the State of California and for several public purposes in accordance with the provisions of Section 12 of Article IV of the Constitution of the State of California, relating to the state budget, to take effect immediately, budget bill.","01/23/2025 - INTRODUCED.
02/05/2025 - To SENATE Committee on BUDGET AND FISCAL REVIEW.
03/17/2025 - Withdrawn from SENATE Committee on BUDGET AND FISCAL REVIEW.
03/17/2025 - In SENATE.  Ordered to second reading.
03/18/2025 - In SENATE.  Read second time.  To third reading.
03/20/2025 - In SENATE.  Senate Rules suspended.
03/20/2025 - In SENATE.  Read third time.  Passed SENATE.  *****To ASSEMBLY.
03/24/2025 - To ASSEMBLY Committee on BUDGET.
06/09/2025 - From ASSEMBLY Committee on BUDGET with author's amendments.
06/09/2025 - In ASSEMBLY.  Read second time and amended. Re-referred to Committee on BUDGET.
06/12/2025 - In ASSEMBLY.  Suspend Assembly Rule 96.
06/12/2025 - Withdrawn from ASSEMBLY Committee on BUDGET.
06/12/2025 - In ASSEMBLY.  Ordered to third reading.
06/13/2025 - In ASSEMBLY.  Read third time.  Passed ASSEMBLY.  *****To SENATE for concurrence.
06/13/2025 - In SENATE.  SENATE concurred in ASSEMBLY amendments.  To enrollment.
06/15/2025 - Enrolled.
06/15/2025 - *****To GOVERNOR.
06/27/2025 - Signed by GOVERNOR.
06/27/2025 - Chaptered by Secretary of State.  Chapter No. 2025-004",2025
